taxa	variable	effectsize	se	stat	pvalue	qvalue.withinformula	qvalue	formula	method	n	freq
bridge	Health.mental.calm	3.9032528741307e-4	0.12918849228514018	0.0030213626655813744	0.9975893050442717	0.9975893050442717	0.9987758505453054	~Health.mental.calm + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:869, TRUE:1846
III-A	Health.mental.calm	-0.15641170218872086	0.10181213677048463	-1.5362775711241594	0.12447031796382292	0.5037004793364348	0.5637801718652178	~Health.mental.calm + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:869, TRUE:1846
III-B	Health.mental.calm	0.038597024796429444	0.18992602188285135	0.20322136173755354	0.838962016941927	0.9787890197655815	0.989719658564994	~Health.mental.calm + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:869, TRUE:1846
I-B	Health.mental.calm	-0.19934523729382672	0.15350742034434312	-1.298603265214552	0.1940801168385868	0.5037004793364348	0.6461922514797647	~Health.mental.calm + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:869, TRUE:1846
I-A	Health.mental.calm	0.10932349207519282	0.08833646668372336	1.2375805392648387	0.21587163400132917	0.5037004793364348	0.6836530594889185	~Health.mental.calm + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:869, TRUE:1846
V	Health.mental.calm	0.07969919291037555	0.2013592127164456	0.3958060415274274	0.6922481195558876	0.9691473673782426	0.9441520855881053	~Health.mental.calm + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:869, TRUE:1846
IV-B	Health.mental.happy	0.04405949330958	0.1326235788687148	0.3322146309533305	0.7397271966679928	0.8966109589087777	0.9508440293453625	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
bridge	Health.mental.happy	-0.042837437675347693	0.14555381041262125	-0.2943065355273803	0.7685236790646666	0.8966109589087777	0.9654319081871812	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
III-A	Health.mental.happy	-0.07417034669919738	0.11551127956274858	-0.6421047968645021	0.5208051415647984	0.8966109589087777	0.9109378695367771	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
III-B	Health.mental.happy	0.2756472865533192	0.23107403322445222	1.192895985355356	0.23291011172442916	0.5434569273570014	0.7011439114605873	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
I-B	Health.mental.happy	-0.26926471831970267	0.1698305626800896	-1.585490350325916	0.11285496765126198	0.3949923867794169	0.5456647487719786	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
I-A	Health.mental.happy	0.001076248920775328	0.09945128228135358	0.010821870729937458	0.991365564959842	0.991365564959842	0.9973738411111138	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
V	Health.mental.happy	0.4818885174403292	0.2614900261984374	1.8428562054395052	0.06535000796058879	0.3949923867794169	0.45552408812883155	~Health.mental.happy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:584, TRUE:2131
IV-B	Health.mental.increasedstress	0.05553831612741488	0.05322478326558723	1.0434672105714986	0.29673195940453007	0.6956968095270462	0.746882368710481	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
bridge	Health.mental.increasedstress	0.046986471753929136	0.059100820196105734	0.7950223296059293	0.4266005131796023	0.6956968095270462	0.8513002382334742	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
III-A	Health.mental.increasedstress	-0.019095935153852675	0.04882174385580919	-0.3911358678676221	0.6956968095270462	0.6956968095270462	0.9441520855881053	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
III-B	Health.mental.increasedstress	0.03692442160258605	0.08484298034213288	0.43520891715126897	0.6634107905954139	0.6956968095270462	0.9421103685548582	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
I-B	Health.mental.increasedstress	0.07331523028486682	0.07054498524930516	1.0392691985939417	0.2986795556453408	0.6956968095270462	0.746882368710481	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
I-A	Health.mental.increasedstress	-0.06285137596207195	0.04178264483199857	-1.5042459905251913	0.13251803993414282	0.6956968095270462	0.5773673240318257	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
V	Health.mental.increasedstress	-0.06437230088764027	0.09957036566579398	-0.6465005974137392	0.517955210351702	0.6956968095270462	0.9109378695367771	~Health.mental.increasedstress + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	
IV-B	Health.mental.nervous	0.05904985538567217	0.12656688007023514	0.4665506122368184	0.6408214287549555	0.8237299678801856	0.9345784143914495	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
bridge	Health.mental.nervous	-0.010758083613282319	0.14176058124333615	-0.07588910484795315	0.9395073249347596	0.9395073249347596	0.9969537518688366	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
III-A	Health.mental.nervous	0.11793545550742314	0.1116790254381709	1.0560215317487347	0.2909583777934873	0.5091771611386028	0.7459177524529461	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
III-B	Health.mental.nervous	0.3825444995289219	0.19330728356864027	1.9789450892215685	0.047822188946031303	0.16737766131110957	0.4061514236869297	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
I-B	Health.mental.nervous	0.25302106624277654	0.16479419920014585	1.535376047645205	0.12469148379463078	0.29094679552080516	0.5637801718652178	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
I-A	Health.mental.nervous	-0.2785269538921891	0.09814649071421389	-2.8378697176571794	0.004541571577925142	0.031791001045476	0.11607699109888062	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
V	Health.mental.nervous	-0.0840777038634691	0.22292281797635807	-0.37716060036701093	0.7060542581830161	0.8237299678801856	0.9441520855881053	~Health.mental.nervous + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2064, TRUE:651
IV-B	Health.mental.nocheerup	0.3536908302543765	0.21771578362224359	1.6245530037824993	0.1042578378326743	0.36490243241436005	0.5221879636274462	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
bridge	Health.mental.nocheerup	0.02370499884441587	0.26082943433903794	0.09088314324833077	0.9275854444943802	0.9312299981936711	0.9969537518688366	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
III-A	Health.mental.nocheerup	0.01805757144200097	0.20924813007260978	0.08629740889791909	0.9312299981936711	0.9312299981936711	0.9969537518688366	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
III-B	Health.mental.nocheerup	0.10949597772382384	0.37835457277365353	0.2894004344155994	0.7722749625979891	0.9312299981936711	0.9688987751936888	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
I-B	Health.mental.nocheerup	0.20744851845127715	0.30399859948706864	0.6823995860550058	0.49498631743997923	0.8662260555199637	0.9063632676417014	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
I-A	Health.mental.nocheerup	-0.15172436591529762	0.17802956827895156	-0.8522425088261926	0.3940795076645017	0.8662260555199637	0.8356211458141442	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
V	Health.mental.nocheerup	-1.99528205013904	1.0097672982236856	-1.9759820442284133	0.0481568108888354	0.33709767622184783	0.4061514236869297	~Health.mental.nocheerup + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2562, TRUE:153
IV-B	Health.mental.ppi	0.06783634774521961	0.28201547680414263	0.24054122317666765	0.8099107096821693	0.9752101830369144	0.9843133908674893	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
bridge	Health.mental.ppi	-0.4229531535181893	0.40091092261408035	-1.0549803701041265	0.29143430259349185	0.6800133727181477	0.7459177524529461	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
III-A	Health.mental.ppi	0.008260170382966382	0.2658189006497753	0.031074428352442153	0.9752101830369144	0.9752101830369144	0.9969537518688366	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
III-B	Health.mental.ppi	-1.6031464977768928	1.0118584726917603	-1.5843584266406148	0.11311217688948196	0.6800133727181477	0.5456647487719786	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
I-B	Health.mental.ppi	0.040872302834770856	0.40624500241824774	0.10060998311725927	0.91986007154083	0.9752101830369144	0.9969537518688366	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
I-A	Health.mental.ppi	0.28299499361909014	0.22903985311947325	1.2355709705745945	0.21661808079019737	0.6800133727181477	0.6836530594889185	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
V	Health.mental.ppi	0.0306594149550302	0.48153953417836964	0.06366956974227059	0.9492333353948612	0.9752101830369144	0.9969537518688366	~Health.mental.ppi + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2626, TRUE:89
IV-B	Health.mental.sad	0.2922155284732686	0.15924202840526552	1.835040230268796	0.06649972881061804	0.46549810167432626	0.45552408812883155	~Health.mental.sad + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2382, TRUE:333
bridge	Health.mental.sad	-0.013380332631581022	0.18431012608654254	-0.07259683944493808	0.9421269418431955	0.9421269418431955	0.9969537518688366	~Health.mental.sad + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2382, TRUE:333
III-A	Health.mental.sad	-0.11770685029272558	0.1516726926867087	-0.7760582884610475	0.4377145705335396	0.8453857930709066	0.8631514094150989	~Health.mental.sad + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2382, TRUE:333
III-B	Health.mental.sad	-0.294374440736596	0.30080972384406907	-0.9786067982602553	0.32777429894846527	0.8453857930709066	0.769441889652761	~Health.mental.sad + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2715	FALSE:2382, TRUE:333
