taxa	variable	effectsize	se	stat	pvalue	qvalue.withinformula	qvalue	formula	method	n	freq
Streptococcus	Health.BMI	0.17692669689089788	0.04396617190390018	4.024155145406302	5.71802143618354e-5	8.87279188373308e-5	1.4916577659609235e-4	~Health.BMI + General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3041	
Sutterella	Health.BMI	0.1172010489565278	0.017299479908366912	6.774830779730169	1.2455195581907507e-11	2.6689704818373227e-11	5.899829486166713e-11	~Health.BMI + General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3041	
Ureaplasma	Health.BMI	-0.03327624717383043	0.03452156896594519	-0.9639262690133452	0.3350828926398541	0.3590173849712722	0.4075332478052279	~Health.BMI + General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3041	
Veillonella	Health.BMI	0.06150576303577512	0.03443958048839493	1.785903375231317	0.07411490439849444	0.09529059136949286	0.11951877783316166	~Health.BMI + General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3041	
Actinomyces	Health.Antibiotic.3months	-0.12859586468977344	0.07818320090648095	-1.6448017374422126	0.10001070377230828	0.22502408348769362	0.14822526248965195	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Actinotignum	Health.Antibiotic.3months	-0.03224721805948031	0.048079071690296335	-0.6707121607339327	0.5024039143715648	0.5898926160334439	0.5662385758244417	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Aerococcus	Health.Antibiotic.3months	-0.11342071536252814	0.0885780453364812	-1.2804608064185334	0.20038312045115658	0.4026780133832245	0.2732497097061226	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Alloscardovia	Health.Antibiotic.3months	-0.051879026550236386	0.06885790068455526	-0.753421554164122	0.45119663450599845	0.5801099586505695	0.5206115013530751	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Anaerococcus	Health.Antibiotic.3months	-0.11473792482690846	0.101518453920696	-1.1302174175794601	0.2583846222483504	0.43996584094178154	0.3322088000335934	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Atopobium	Health.Antibiotic.3months	-0.026712432962269373	0.11719685270026595	-0.2279279037517085	0.8197022895536259	0.838331887043481	0.8628445153196062	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Bifidobacterium	Health.Antibiotic.3months	0.036027931642366146	0.08535516944900697	0.4220943133841473	0.6729561784894033	0.721024476952932	0.721024476952932	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Campylobacter	Health.Antibiotic.3months	-0.20136506473517268	0.07522510100493913	-2.6768334245500243	0.007432157517608073	0.06688941765847266	0.0155556785252262	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Clostridium	Health.Antibiotic.3months	-0.22480542864303735	0.08770157058373543	-2.5632999175128606	0.01036824416038327	0.07400688153952614	0.021207772146238507	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Corynebacterium	Health.Antibiotic.3months	-0.042838109079597	0.09627049037061465	-0.44497653345986066	0.6563367127569073	0.7203695627819715	0.7074287921930738	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
CP009312_g	Health.Antibiotic.3months	-0.05407161943656701	0.06463748964858718	-0.8365365011936056	0.4028531511620556	0.5493452061300758	0.470867319540065	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Dialister	Health.Antibiotic.3months	-0.2421213012937042	0.10473553180555943	-2.3117398376627354	0.02079202460912875	0.07797009228423281	0.037803681107506815	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Ezakiella	Health.Antibiotic.3months	-0.21692293259046658	0.07184172302558989	-3.019456152425507	0.0025322894526125326	0.03798434178918799	0.005769773436332353	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Facklamia	Health.Antibiotic.3months	-0.050967545097305215	0.05502146998114487	-0.9263210364021739	0.35427916673458326	0.514276209776008	0.42798825511560395	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Fenollaria	Health.Antibiotic.3months	-0.308369499027328	0.0857982922515318	-3.5941216419936675	3.2548775482417203e-4	0.007323474483543871	7.83221073312799e-4	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Finegoldia	Health.Antibiotic.3months	0.09745085771716791	0.08848231782124726	1.1013596853784842	0.2707401440430202	0.43996584094178154	0.3456257157996003	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
FM873692_g	Health.Antibiotic.3months	-0.03458874738775786	0.04798298032053049	-0.720854502090158	0.4709990383434051	0.5887487979292564	0.5399988974637766	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Fusobacterium	Health.Antibiotic.3months	-0.07910761002030811	0.07376583542360259	-1.0724152931506872	0.2835335419402592	0.43996584094178154	0.35689536747724937	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Gardnerella	Health.Antibiotic.3months	-0.18737552166955643	0.1593307027820046	-1.176016413647046	0.2395883171498825	0.43996584094178154	0.31710218446307975	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Gemella	Health.Antibiotic.3months	-0.0910145226653025	0.07193901787519041	-1.265162151966084	0.20581320684031473	0.4026780133832245	0.2785441897086966	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Howardella	Health.Antibiotic.3months	-0.11210277996077682	0.06687377858902308	-1.676333868461529	0.0936728144712588	0.22185666585298136	0.14289073393920834	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
JN713389_g	Health.Antibiotic.3months	-0.07003490460760099	0.03496866662344428	-2.0027902511057434	0.04519980670947724	0.1452850929947483	0.07675438875194249	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
L.crispatus	Health.Antibiotic.3months	-0.10694527671022779	0.16280107054117315	-0.6569076994071782	0.5112402672289847	0.5898926160334439	0.5693935783113574	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
L.gasseri	Health.Antibiotic.3months	0.02368431996656421	0.12094395235355264	0.19582889020633615	0.8447440967406677	0.8447440967406677	0.8688796423618296	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
L.iners	Health.Antibiotic.3months	-0.07812606382117701	0.1755280982567881	-0.4450914958748246	0.656253634230788	0.7203695627819715	0.7074287921930738	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
L.jensenii	Health.Antibiotic.3months	-0.26020104375793535	0.14969240519444438	-1.7382381118129855	0.08216886622276574	0.20542216555691437	0.12750341310429167	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Limosilactobacillus	Health.Antibiotic.3months	-0.12699294505002068	0.10983268946983428	-1.1562399651963315	0.24758301690723158	0.43996584094178154	0.32061110103094737	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Megasphaera	Health.Antibiotic.3months	-0.17418814146829903	0.09331640201199987	-1.8666401373458397	0.06195185855742412	0.18585557567227234	0.10325309759570687	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Mobiluncus	Health.Antibiotic.3months	-0.11991223019725761	0.05496412735157863	-2.181645301675359	0.029135720728234872	0.1008544179054284	0.051415977755708595	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Moryella	Health.Antibiotic.3months	-0.12487942668050682	0.05123883307831981	-2.437202785036606	0.014801376307905229	0.07400688153952614	0.028647825112074636	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Murdochiella	Health.Antibiotic.3months	-0.07497587593849407	0.04201865497368175	-1.7843473567979502	0.07436723954063391	0.19685445760756035	0.11951877783316166	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Negativicoccus	Health.Antibiotic.3months	-0.08921430066901802	0.03820232739568463	-2.3353106145856377	0.019527200066842984	0.07797009228423281	0.03623604136115193	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Olsenella	Health.Antibiotic.3months	-0.010646077384086313	0.03945122057341995	-0.2698541953670009	0.7872724270078066	0.8238897491942163	0.8335825697729717	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Parvimonas	Health.Antibiotic.3months	-0.14648623825120888	0.06176984022458811	-2.371484817163224	0.017716774573307476	0.07797009228423281	0.03373298124530886	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Peptococcus	Health.Antibiotic.3months	-0.11361896968426381	0.046274548044462	-2.4553231632882775	0.014075798713407353	0.07400688153952614	0.028126419498866902	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Peptoniphilus	Health.Antibiotic.3months	-0.14765004256310388	0.09685695339968997	-1.5244134507701383	0.12740546214113063	0.27301170458813706	0.1834638654832281	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Peptostreptococcus	Health.Antibiotic.3months	-0.05443755562751286	0.08133869023015877	-0.669270128071579	0.5033231785106148	0.5898926160334439	0.5662385758244417	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Porphyromonas	Health.Antibiotic.3months	-0.28958563162918155	0.07921289965178478	-3.655788803366407	2.5639237736999043e-4	0.007323474483543871	6.409809434249761e-4	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Prevotella	Health.Antibiotic.3months	-0.21449535889725796	0.11820821151056495	-1.8145554877808745	0.06959224824486845	0.19572819818869253	0.11387822440069384	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Sneathia	Health.Antibiotic.3months	-0.21732667963785018	0.08864431461447754	-2.4516708215639587	0.014219467635538267	0.07400688153952614	0.028126419498866902	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
Staphylococcus	Health.Antibiotic.3months	0.22602185319137644	0.08393329414947634	2.6928748059006877	0.007083886348217369	0.06688941765847266	0.015001171090342665	~Health.Antibiotic.3months + General.Age + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	ancombc	3043	FALSE:2412, TRUE:631
